ISBN	SELO	EDIÇÃO	VOLUME / SÉRIE	DISCIPLINA	SEGMENTO	COLEÇÃO	OBRA	AUTOR	CATEGORIA
9788508147922	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Mano: Cidadão-Aprendiz	MANO DESCOBRE A LIBERDADE	GILBERTO DIMENSTEIN, HELOISA PRIETO	Paradidático
9788508143870	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Mano: Cidadão-Aprendiz	MANO DESCOBRE A PAZ	GILBERTO DIMENSTEIN, HELOISA PRIETO	Paradidático
9788508143894	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Mano: Cidadão-Aprendiz	MANO DESCOBRE A SOLIDARIEDADE	GILBERTO DIMENSTEIN, HELOISA PRIETO	Paradidático
9788508147946	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Mano: Cidadão-Aprendiz	MANO DESCOBRE O AMOR	GILBERTO DIMENSTEIN, HELOISA PRIETO	Paradidático
9788508179978	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Marcia Kupstas	AMIGO NO ESCURO, UM	MARCIA KUPSTAS	Paradidático
9788508164790	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Marcia Kupstas	CORAGEM NÃO TEM COR	MARCIA KUPSTAS	Paradidático
9788508169122	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Marcia Kupstas	CRESCER É PERIGOSO	MARCIA KUPSTAS	Paradidático
9788508170111	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Marcia Kupstas	ELES NÃO SÃO ANJOS COMO EU	MARCIA KUPSTAS	Paradidático
9788508154425	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Marcia Kupstas	EVOCAÇÃO	MARCIA KUPSTAS	Paradidático
9788508172092	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Marcia Kupstas	MALDIÇÃO DO SILÊNCIO, A	MARCIA KUPSTAS	Paradidático
9788508161119	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Marcia Kupstas	PRIMEIRO BEIJO, O	MARCIA KUPSTAS	Paradidático
9788508172986	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Marcia Kupstas	PRIMEIRO DIA DE INVERNO, O	MARCIA KUPSTAS	Paradidático
9788508165865	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Marcia Kupstas	REVOLUÇÃO EM MIM	MARCIA KUPSTAS	Paradidático
9788508108596	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Memórias De Sangue	INSÔNIA DO VAMPIRO, A	IVAN JAF	Paradidático
9788508145447	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Memórias De Sangue	MESTRE DAS SOMBRAS, O	IVAN JAF	Paradidático
9788508119974	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Memórias De Sangue	REVOLTAS DO VAMPIRO, AS	IVAN JAF	Paradidático
9788508114443	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Memórias De Sangue	VAMPIRO APAIXONADO NA CORTE DE D. JOÃO, UM	IVAN JAF	Paradidático
9788508164837	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Memórias De Sangue	VAMPIRO E O ZUMBI DOS PALMARES, O	IVAN JAF	Paradidático
9788508111176	ÁTICA	6		Literatura Juvenil	Literatura Juvenil	Memórias De Sangue	VAMPIRO QUE DESCOBRIU O BRASIL, O	IVAN JAF	Paradidático
9788508097593	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Moacyr Scliar	CAVALOS DA REPÚBLICA, OS	MOACYR SCLIAR	Paradidático
9788508101108	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Moacyr Scliar	CIUMENTO DE CARTEIRINHA	MOACYR SCLIAR	Paradidático
9788508112890	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Moacyr Scliar	MENINO E O BRUXO, O	MOACYR SCLIAR	Paradidático
9788508097753	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Moacyr Scliar	NO CAMINHO DOS SONHOS	MOACYR SCLIAR	Paradidático
9788508086948	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	O Tesouro Dos Clássicos (Juv.)	DOM QUIXOTE	MICHAEL HARRISON, MIGUEL DE CERVANTES	Paradidático
9788508104277	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	O Tesouro Dos Clássicos (Juv.)	MOBY DICK	GERALDINE MCCAUGHREAN, HERMAN MELVILLE	Paradidático
9788508086924	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	O Tesouro Dos Clássicos (Juv.)	ODISSEIA	GERALDINE MCCAUGHREAN, HOMERO	Paradidático
9788508090105	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	O Tesouro Dos Clássicos (Juv.)	REI ARTUR	JAMES RIORDAN	Paradidático
9788508127252	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	O Tesouro Dos Clássicos (Juv.)	SERTÕES, OS	IVAN JAF, EUCLIDES DA CUNHA, ANDRÉS SANDOVAL	Paradidático
9788508089826	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	O Tesouro Dos Clássicos (Juv.)	VIAGENS DE GULLIVER	JAMES RIORDAN, JONATHAN SWIFT	Paradidático
9788508151288	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Olho No Lance - A Turma Dos Tigres	AVIÃO FANTASMA, O 	THOMAS BREZINA	Paradidático
9788508166138	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Olho No Lance - A Turma Dos Tigres	BANDIDOS DA INTERNET, OS	THOMAS BREZINA	Paradidático
9788508151301	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Olho No Lance - A Turma Dos Tigres	CAVALOS ASSOMBRADOS	THOMAS BREZINA	Paradidático
9788508166152	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Olho No Lance - A Turma Dos Tigres	FANTASMA NO CAMPO DE FUTEBOL, O 	THOMAS BREZINA	Paradidático
9788508159284	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Olho No Lance - A Turma Dos Tigres	FORTE DOS ESQUELETOS, O	THOMAS BREZINA	Paradidático
9788508151349	ÁTICA	3		Literatura Juvenil	Literatura Juvenil	Olho No Lance - A Turma Dos Tigres	NO TEMPLO DO TROVAO	THOMAS BREZINA	Paradidático
9788508159260	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Olho No Lance - A Turma Dos Tigres	PIRÂMIDE MALDITA, A	THOMAS BREZINA	Paradidático
9788508151325	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Olho No Lance - A Turma Dos Tigres	ROBÔS MEDIEVAIS, OS	THOMAS BREZINA	Paradidático
9788508065189	ÁTICA	5		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Jovens Detetives	HÓSPEDE SUSPEITO, O 	FRIEDRICH SCHECK	Paradidático
9788508063826	ÁTICA	6		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Jovens Detetives	MISTÉRIO NO CASTELO TOCA DO LOBO	FRIEDRICH SCHECK	Paradidático
9788508063802	ÁTICA	6		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Jovens Detetives	NA PISTA DO SEQUESTRADOR 	FRIEDRICH SCHECK	Paradidático
9788508101177	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Museu Da Aventura	QUEM VAI ACHAR O TESOURO DE VAN GOGH?	THOMAS BREZINA	Paradidático
9788508097654	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Museu Da Aventura	QUEM VAI DECIFRAR O CÓDIGO LEONARDO?	THOMAS BREZINA	Paradidático
9788508110278	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Museu Da Aventura	QUEM VAI DESCOBRIR O SEGREDO DE MICHELANGELO?	THOMAS BREZINA	Paradidático
9788508114085	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Museu Da Aventura	QUEM VAI DESVENDAR O MISTÉRIO NO JARDIM DE MONET?	THOMAS BREZINA	Paradidático
9788508116959	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Museu Da Aventura	QUEM VAI SOLUCIONAR O ENIGMA DE REMBRANDT?	THOMAS BREZINA	Paradidático
9788508153695	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Os Caça-Mistérios	DIÁRIO PERDIDO DE PERNAMBUCO, O	LUIS EDUARDO MATTA	Paradidático
9788508166107	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Os Caça-Mistérios	FANTASMA DO PELOURINHO, O	ELIANA MARTINS	Paradidático
9788508127788	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Os Caça-Mistérios	LENDA DO TESOURO FARROUPILHA, A	LUÍS DILL	Paradidático
9788508114870	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Os Caça-Mistérios	ROUBO NO PAÇO IMPERIAL	LUIS EDUARDO MATTA	Paradidático
9788508120499	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Os Caça-Mistérios	RUBI DO PLANALTO CENTRAL, O	LUIS EDUARDO MATTA	Paradidático
9788508120451	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Olho No Lance - Os Caça-Mistérios	TERROR NA PAULISTA	ELIANA MARTINS	Paradidático
9788508126774	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Palavra Livre (Paradidático)	ALMA DE FOGO - UM EPISÓDIO IMAGINADO NA VIDA DE ÁLVARES DE AZEVEDO	MARIO TEIXEIRA	Paradidático
9788508088010	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Palavra Livre (Paradidático)	APRENDIZ DE INVENTOR	JOÃO ANZANELLO CARRASCOZA	Paradidático
9788508106745	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Palavra Livre (Paradidático)	CONVERSA COM FERNANDO PESSOA	CARLOS FELIPE MOISÉS	Paradidático
9788508082148	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Palavra Livre (Paradidático)	ESPELHO DOS NOMES, O	MARCOS BAGNO	Paradidático
9788508142651	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Palavra Livre (Paradidático)	POE - A VIDA BRILHANTE E SOMBRIA DE UM GÊNIO	JORDI SIERRA I FABRA	Paradidático
9788508145577	ÁTICA	4		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	BALÉ DO PATO	PAULO MENDES CAMPOS	Paradidático
9788508083169	ÁTICA	8		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CADEIRA DO DENTISTA, A	CARLOS EDUARDO NOVAES	Paradidático
9788508086139	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CALCINHAS SECRETAS	IGNÁCIO DE LOYOLA BRANDÃO	Paradidático
9788508154234	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CASA DAS PALAVRAS, A	MARINA COLASANTI	Paradidático
9788508083206	ÁTICA	9		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CENAS BRASILEIRAS	RACHEL DE QUEIROZ	Paradidático
9788508112470	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CIRCO DE PALAVRAS	MILLÔR FERNANDES	Paradidático
9788508085811	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	COMPRADOR DE AVENTURAS, O	IVAN ANGELO	Paradidático
9788508120536	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CONTOS AFRICANOS DOS PAÍSES DE LÍNGUA PORTUGUESA	ALBERTINO BRAGANÇA, BOAVENTURA CARDOSO, JOSÉ AGUALUSA, LUANDINO VIEIRA, LUÍS BERNARDO HONWANA, MIA COUTO, NELSON SAÚTE, ODETE COSTA SEMEDO, ONDJAKI, TEIXEIRA DE SOUSA	Paradidático
9788508143399	ÁTICA	20		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CONTOS BRASILEIROS 1	GRACILIANO RAMOS, IGNÁCIO DE LOYOLA BRANDÃO, JOSÉ J. VEIGA, LIMA BARRETO, LUIZ VILELA, MARCOS REY, STANISLAW PONTE PRETA	Paradidático
9788508143061	ÁTICA	19		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CONTOS BRASILEIROS 2	CLARICE LISPECTOR, JOÃO ANTÔNIO, LYGIA FAGUNDES TELLES, MACHADO DE ASSIS, MOACYR SCLIAR, MURILO RUBIÃO, WANDER PIROLI	Paradidático
9788508083022	ÁTICA	18		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CONTOS BRASILEIROS 3	ALUÍSIO AZEVEDO, DOMINGOS PELLEGRINI, A. DE ALCÂNTARA MACHADO, ÉRICO VERÍSSIMO, IVAN ANGELO, MÁRIO DE ANDRADE, ORÍGENES LESSA, OTTO LARA RESENDE, RICARDO RAMOS	Paradidático
9788508083084	ÁTICA	9		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CONTOS UNIVERSAIS	ANTON TCHEKHOV, EDGAR ALLAN POE, FRANZ KAFKA, GUY DE MAUPASSANT, JACK LONDON, MIGUEL DE CERVANTES, VOLTAIRE	Paradidático
9788508130627	ÁTICA	28		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CRÔNICAS 1	CARLOS DRUMMOND DE ANDRADE, FERNANDO SABINO, PAULO MENDES CAMPOS, RUBEM BRAGA	Paradidático
9788508130641	ÁTICA	20		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CRÔNICAS 2	CARLOS DRUMMOND DE ANDRADE, FERNANDO SABINO, PAULO MENDES CAMPOS, RUBEM BRAGA	Paradidático
9788508130665	ÁTICA	20		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CRÔNICAS 3	CARLOS DRUMMOND DE ANDRADE, FERNANDO SABINO, PAULO MENDES CAMPOS, RUBEM BRAGA	Paradidático
9788508130689	ÁTICA	13		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CRÔNICAS 4	CARLOS DRUMMOND DE ANDRADE, FERNANDO SABINO, PAULO MENDES CAMPOS, RUBEM BRAGA	Paradidático
9788508130702	ÁTICA	15		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CRÔNICAS 5	CARLOS DRUMMOND DE ANDRADE, FERNANDO SABINO, PAULO MENDES CAMPOS, RUBEM BRAGA	Paradidático
9788508083008	ÁTICA	18		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	CRÔNICAS 6	CARLOS EDUARDO NOVAES, JOSÉ CARLOS OLIVEIRA, LOURENÇO DIAFÉRIA, LUÍS FERNANDO VERÍSSIMO	Paradidático
9788508170135	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	EU PASSARINHO	MÁRIO QUINTANA	Paradidático
9788508093953	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	FEIRA DE VERSOS	JOÃO MELQUÍADES F. DA SILVA, LEANDRO GOMES DE BARROS, PATATIVA DO ASSARÉ	Paradidático
9788508091591	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	GENTE EM CONFLITO	ANTÔNIO DE ALCÂNTARA MACHADO, DALTON TREVISAN, FERNANDO SABINO, FRANZ KAKFKA, GUY DE MAUPASSANT, IVAN ANGELO, JOÃO ANTÔNIO, LUIZ VILELA, LYGIA FAGUNDES TELLES, MACHADO DE ASSIS, MARÇAL AQUINO, MENALTON BRAFF, MOACYR SCLIAR, WANDER PIROLI	Paradidático
9788508085712	ÁTICA	7		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	GOL DE PADRE	STANISLAW PONTE PRETA	Paradidático
9788508154586	ÁTICA	7		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	HISTÓRIAS DE AMOR	LYGIA FAGUNDES TELLES, MARQUES REBELO, MARINA COLASANTI, MACHADO DE ASSIS, O. HENRY, LUÍS FERNANDO VERÍSSIMO, JOÃO DO RIO, ELIAS JOSÉ, ORLANDO BASTOS, JOÃO ANTÔNIO, WILLIAM SHAKESPEARE	Paradidático
9788508164257	ÁTICA	10		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	HISTÓRIAS DE DETETIVE	CONAN DOYLE, MEDEIROS E ALBUQUERQUE, EDGAR ALLAN POE, JERÔNIMO MONTEIRO, MARCOS REY, EDGAR WALLACE	Paradidático
9788508100217	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	HISTÓRIAS DE FICÇÃO CIENTÍFICA	ANDRÉ CARNEIRO, ARTHUR C. CLARKE, BRUCE STERLING, EDGAR ALLAN POE, EDUARDO GOLIGORSKY, H.G. WELLS, ISAAC ASIMOV, JEAN-LOUIS TRUDEL, JORGE LUIZ CALIFE, MIGUEL DE UNAMUNO, MILLÔR FERNANDES, RUBENS TEIXEIRA SCAVONE	Paradidático
9788508143610	ÁTICA	12		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	HISTÓRIAS DIVERTIDAS	FERNANDO SABINO, ARTUR AZEVEDO, MACHADO DE ASSIS, STANISLAW PONTE PRETA, LIMA BARRETO, LUÍS FERNANDO VERÍSSIMO, ALUÍSIO AZEVEDO, MOACYR SCLIAR	Paradidático
9788508085675	ÁTICA	5		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	HISTÓRIAS FANTÁSTICAS	EDGAR ALLAN POE, LIMA BARRETO, GUY DE MAUPASSANT, MOACYR SCLIAR, CHARLES DICKENS, FRANZ KAFKA, MURILO RUBIÃO, MODESTO CARONE	Paradidático
9788508154609	ÁTICA	6		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	HISTÓRIAS SOBRE ÉTICA	LA FONTAINE, MACHADO DE ASSIS, MOACYR SCLIAR, LYGIA FAGUNDES TELLES, VOLTAIRE, GUIDO FIDELIS, KATHERINE MANSFIELD, LIMA BARRETO, LOURENÇO DIAFÉRIA, ARTUR AZEVEDO, ÁLVARO CARDOSO GOMES	Paradidático
9788508174379	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	HISTÓRIAS SOBRE LEITURAS LIVROS E LEITORES	MARINA COLASANTI, ANA MARIA MACHADO, MOACYR SCLIAR, PAULO MENDES CAMPOS, VALÉRIA PIASSA POLIZZI, ÍNDIGO, MARCIA KUPSTAS, IVAN JAF, RICARDO AZEVEDO, CAROLINA MARIA DE JESUS, MARIA JOSÉ DUPRÉ	Paradidático
9788508085873	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	IMITADOR DE GATO, O	LOURENÇO DIAFÉRIA 	Paradidático
9788508097159	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	JÁ NÃO SOMOS MAIS CRIANÇAS	ALPHONSE DAUDET, DOMINGOS PELLEGRINI, JOÃO ANZANELLO CARRASCOZA, KATHERINE MANSFIELD, MACHADO DE ASSIS, MARK TWAIN, MARQUES REBELO, OSMAN LINS, VIVINA DE ASSIS VIANA	Paradidático
9788508082568	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	LADRÃO QUE ROUBA LADRÃO	DOMINGOS PELLEGRINI	Paradidático
9788508120437	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	MELHOR POETA DA MINHA RUA, O	JOSÉ PAULO PAES	Paradidático
9788508105496	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	MITOS INDÍGENAS	BETTY MINDLIN	Paradidático
9788508085859	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	NÓS E OS OUTROS - HISTÓRIAS DE DIFERENTES CULTURAS	GONÇALVES DIAS, EDSON RODRIGUES DOS PASSOS, ILKA BRUNHILDE LAURITO, GRACILIANO RAMOS, LIMA BARRETO, PAULO COELHO, CAROLINA MARIA DE JESUS, ÍNDIOS TICUNA, PEPETELA, MONTEIRO LOBATO, ALCÂNTARA MACHADO, YANNA HADATTY MORA	Paradidático
9788508083220	ÁTICA	19		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	PAÍS CHAMADO INFÂNCIA, UM	MOACYR SCLIAR	Paradidático
9788508147557	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	POESIA FAZ PENSAR	CARLOS DRUMMOND DE ANDRADE, JOÃO CABRAL DE MELO NETO, VINÍCIUS DE MORAES, MÁRIO DE ANDRADE, FERNANDO PESSOA, RENATA PALLOTINI, LUÍS DE CAMÕES, CASTRO  ALVES, ÁLVARES DE AZEVEDO, ANTERO DE QUENTAL, AUGUSTO DOS ANJOS, BOCAGE, CESÁRO VERDE, CRUZ E SOUSA, OLAVO BILAC, FAGUNDES VARELA, GONÇALVES DIAS, SÁ DE MIRANDA, TOMÁS ANTÔNIO GONZAGA	Paradidático
9788508101085	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	POESIA MARGINAL	ANA CRISTINA CESAR, CACASO, CHACAL, FRANCISCO ALVIM, PAULO LEMINSKI	Paradidático
9788508161447	ÁTICA	18		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	POESIAS	JOSÉ PAULO PAES, HENRIQUETA LISBOA, MÁRIO QUINTANA, VINÍCIUS DE MORAES	Paradidático
9788508083183	ÁTICA	7		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	PORTA DE COLÉGIO	AFFONSO ROMANO DE SANT'ANNA	Paradidático
9788508162574	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Para Gostar De Ler	VER DE NOVO - HISTÓRIAS DE MEIO AMBIENTE	ALBERTO CAEIRO, ARTUR AZEVEDO, CAETANO VELOSO, CAIO FERNANDO ABREU, JORGE DE LIMA, MANOEL DE BARROS, MARCELINO FREIRE, MÁRIO QUINTANA, MATSUO BASHÔ, ONDJAKI, RACHEL DE QUEIROZ, RAY BRADBURY, REGINALDO PRANDI, RICARDO RAMOS, RUBEM BRAGA, VERA DO VAL, YAGUARÊ YAMÃ	Paradidático
9788508096930	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	ACONTECE NA CIDADE	CARLOS EDUARDO NOVAES, FERREIRA GULLAR, IGNÁCIO DE LOYOLA BRANDÃO, IVAN ANGELO, LOURENÇO DIAFÉRIA, LUÍS FERNANDO VERÍSSIMO, MARCOS REY, MARINA COLASANTI, MILLÔR FERNANDES, MOACYR SCLIAR, STANISLAW PONTE PRETA, WALCYR CARRASCO	Paradidático
9788508116935	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	AMIZADE IMPROVÁVEL - UMA AVENTURA URBANA	ÍNDIGO, IVANA ARRUDA LEITE, MARIA JOSÉ SILVEIRA	Paradidático
9788508112692	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	CENAS DE INTOLERÂNCIA	CAIO FERNANDO ABREU, CARLOS QUEIROZ TELLES, DIAS GOMES, CARLOS QUEIROZ TELLES, DIAS GOMES, GIANFRANCESCO GUARNIERI, JORACY CAMARGO, PLÍNIO MARCOS	Paradidático
9788508082711	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	DE CONTO EM CONTO	ANTÔNIO DE ALCÂNTARA MACHADO, ARTUR AZEVEDO, CARLOS DRUMMOND DE ANDRADE, FERNANDO SABINO, IVAN ANGELO, LIMA BARRETO, LUIZ VILELA, LYGIA FAGUNDES TELLES, MACHADO DE ASSIS, MARCOS REY, PEDRO BANDEIRA, WANDER PIROLI	Paradidático
9788508088140	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	DEIXA QUE EU CONTO	CARLOS DRUMMOND DE ANDRADE, DALTON TREVISAN, DOMINGOS PELLEGRINI, FERNANDO SABINO, IGNÁCIO DE LOYOLA BRANDÃO, LYGIA FAGUNDES TELLES, MACHADO DE ASSIS, MOACYR SCLIAR, RACHEL DE QUEIROZ, RICARDO AZEVEDO	Paradidático
9788508082636	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	HISTÓRIAS DE SHAKESPEARE - VOL. 1	CHARLES E MARY LAMB	Paradidático
9788508088188	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	HISTÓRIAS DE SHAKESPEARE - VOL. 2	CHARLES E MARY LAMB	Paradidático
9788508125623	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	HISTÓRIAS PARA NÃO DORMIR	EDGAR ALLAN POE, ERNANI FORNARI, HORACIO QUIROGA, H.P.LOVECRAFT, HUMBERTO DE CAMPOS,  LYGIA FAGUNDES TELLES, MACHADO DE ASSIS, PEDRO BANDEIRA, SAKI, W.W. JACOBS	Paradidático
9788508082735	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	LEÃO EM FAMÍLIA, UM	LUIZ PUNTEL	Paradidático
9788508097036	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	MARÉ DE DESEJOS, UMA	GEORGINA MARTINS	Paradidático
9788508101535	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	MUNDO É UMA BOLA, O - CRÔNICAS, FUTEBOL & HUMOR	ARMANDO NOGUEIRA, CARLOS DRUMMOND DE ANDRADE, DAVID COIMBRA, FERNANDO SABINO, JOSÉ ROBERTO TORERO, LOURENÇO DIAFÉRIA, LUIS FERNANDO VERISSIMO, MILLÔR FERNANDES, MOACYR SCLIAR, PAULO MENDES CAMPOS, RACHEL DE QUEIROZ, RUBEM BRAGA, STANLISLAW PONTE PRETA	Paradidático
9788508114207	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	NAMORO ENTRE LIVROS	LÚCIO BOECHAT	Paradidático
9788508096602	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	NINGUÉM SABE O QUE É UM POEMA	RICARDO AZEVEDO	Paradidático
9788508082650	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	NOVIÇO, O/JUDAS EM SÁBADO DE ALELUIA, O	MARTINS PENA	Paradidático
9788508088201	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	QUE SEXTA-FEIRA MAIS PIRADA!	MARY RODGERS	Paradidático
9788508082674	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	SACI E O CURUPIRA, O	JOEL RUFINO DOS SANTOS	Paradidático
9788508082698	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	TIO QUE FLUTUAVA, O	MOACYR SCLIAR	Paradidático
9788508088164	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Quero Ler	VARAL DE POESIA	HENRIQUETA LISBOA, JOSÉ PAULO PAES, MÁRIO QUINTANA, FERNANDO PAIXÃO	Paradidático
9788508106660	ÁTICA	2		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	AGUENTA FIRME	IVAN JAF	Paradidático
9788508104253	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	ALEIJADO	LUIZ ANTONIO AGUIAR	Paradidático
9788508105373	ÁTICA	14		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	ALUCINADO SOM DE TUBA	FREI BETTO	Paradidático
9788508105298	ÁTICA	13		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	ANA Z. AONDE VAI VOCE?	MARINA COLASANTI	Paradidático
9788508112678	ÁTICA	1		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	ANTES DA MEIA-NOITE	MENALTON BRAFF	Paradidático
9788508146765	ÁTICA	8		Literatura Juvenil	Literatura Juvenil	Sinal Aberto	AQUI ENTRE NÓS	MÁRCIA LEITE	Paradidático
