ISBN	SELO	EDIÇÃO	VOLUME / SÉRIE	DISCIPLINA	SEGMENTO	COLEÇÃO	OBRA	AUTOR	CATEGORIA
9788526265585	SCIPIONE	4		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	DOM QUIXOTE - O CAVALEIRO DA TRISTE FIGURA	JOSÉ ANGELI, MIGUEL DE CERVANTES	Paradidático
9788526250833	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	DRÁCULA	LAURA BACELLAR, BRAM STOKER	Paradidático
9788526242579	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	ÉDIPO REI	CECÍLIA CASAS, SÓFOCLES	Paradidático
9788526283251	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	EROS E PSIQUÊ	LUIZ GUASCO	Paradidático
9788526245273	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	ESCRAVA ISAURA, A	GUILA AZEVEDO, BERNARDO GUIMARÃES	Paradidático
9788526283398	SCIPIONE	10		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	FANTASMA DE CANTERVILLE, O	RUBEM BRAGA, OSCAR WILDE	Paradidático
9788526246010	SCIPIONE	5		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	FRANKENSTEIN	CLÁUDIA LOPES, MARY SHELLEY	Paradidático
9788526266629	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	GATO PRETO E OUTRAS HISTÓRIAS, O	RICARDO GOUVEIA, EDGARD ALLAN POE	Paradidático
9788526247277	SCIPIONE	2		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	GUARANI, O	RENATA PALLOTTINI, JOSÉ DE ALENCAR	Paradidático
9788526241893	SCIPIONE	2		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	HAMLET	LEONARDO CHIANCA, WILLIAM SHAKESPEARE	Paradidático
9788526242555	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	HOMEM DA MÁSCARA DE FERRO, O	TELMA GUIMARÃES CASTRO ANDRADE, ALEXANDRE DUMAS	Paradidático
9788526281318	SCIPIONE	3		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	ILHA DO TESOURO, A	ARY QUINTELLA, ROBERT LOUIS STEVENSON	Paradidático
9788526245853	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	ILÍADA	JOSÉ ANGELI, HOMERO	Paradidático
9788526283848	SCIPIONE	10		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	INSPETOR GERAL, O	SYLVIA ORTHOF, NICOLAU GÓGOL	Paradidático
9788526281561	SCIPIONE	2		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	IRACEMA	RENATA PALLOTTINI, JOSÉ DE ALENCAR	Paradidático
9788526271814	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	LENDA DE NARCISO, A	LUIZ GUASCO	Paradidático
9788526265844	SCIPIONE	15		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	LUSÍADAS, OS	RUBEM BRAGA, LUÍS DE CAMÕES	Paradidático
9788526246614	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MACBETH	HILDEGARD FEIST, WILLIAM SHAKESPEARE	Paradidático
9788526277557	SCIPIONE	12		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MÉDICO E O MONSTRO, O	EDLA VAN STEEN, ROBERT LOUIS STEVENSON	Paradidático
9788526283107	SCIPIONE	3		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MEGERA DOMADA, A	HILDEGARD FEIST, WILLIAM SHAKESPEARE	Paradidático
9788526247383	SCIPIONE	2		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MEMÓRIAS DE UM SARGENTO DE MILÍCIAS	CARLOS HEITOR CONY, MANUEL ANTÔNIO DE ALMEIDA	Paradidático
9788526280335	SCIPIONE	3		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MEMÓRIAS PÓSTUMAS DE BRÁS CUBAS	JOSÉ LOUZEIRO, MACHADO DE ASSIS	Paradidático
9788526276635	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MERCADOR DE VENEZA, O	MARILISE REZENDE BERTIN, WILLIAM SHAKESPEARE	Paradidático
9788526247369	SCIPIONE	12		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MIL E UMA NOITES, AS	JULIETA DE GODOY LADEIRA	Paradidático
9788526247727	SCIPIONE	11		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MINAS DO REI SALOMÃO, AS	WERNER ZOTZ, HENRY RIDER HAGGARD	Paradidático
9788526285996	SCIPIONE	3		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MISERÁVEIS, OS	JOSÉ ANGELI, VICTOR HUGO	Paradidático
9788526251472	SCIPIONE	8		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MOBY DICK	WERNER ZOTZ, HERMAN MELVILLE	Paradidático
9788526241534	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MORENINHA, A	RENATA PALLOTTINI, JOAQUIM MANUEL DE MACEDO	Paradidático
9788526247581	SCIPIONE	13		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MORRO DOS VENTOS UIVANTES, O	VILMA ARÊAS, EMILY BRONTË	Paradidático
9788526281271	SCIPIONE	3		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	MUITO BARULHO POR NADA	LEONARDO CHIANCA, WILLIAM SHAKESPEARE	Paradidático
9788526283886	SCIPIONE	3		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	NATAL DO AVARENTO, O	TELMA GUIMARÃES CASTRO ANDRADE, CHARLES DICKENS	Paradidático
9788526271203	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	ODISSEIA	ROBERTO LACERDA, HOMERO	Paradidático
9788526283787	SCIPIONE	14		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	OTELO	HILDEGARD FEIST, WILLIAM SHAKESPEARE	Paradidático
9788526244443	SCIPIONE	2		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	PRIMO BASÍLIO, O	CARLOS HEITOR CONY, EÇA DE QUEIRÓS	Paradidático
9788526282247	SCIPIONE	3		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	PRÍNCIPE E O MENDIGO, O	CLÁUDIA LOPES, MARK TWAIN	Paradidático
9788526241978	SCIPIONE	13		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	REI ARTUR E OS CAVALEIROS DA TÁVOLA-REDONDA, O	ANA MARIA MACHADO, SIR THOMAS MALORY	Paradidático
9788526242517	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	REI LEAR	HILDEGARD FEIST, WILLIAM SHAKESPEARE	Paradidático
9788526247406	SCIPIONE	5		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	RETRATO DE DORIAN GRAY, O	CLÁUDIA LOPES, OSCAR WILDE	Paradidático
9788526242074	SCIPIONE	15		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	ROBIN HOOD	JOEL RUFINO DOS SANTOS	Paradidático
9788526276765	SCIPIONE	18		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	ROBINSON CRUSOÉ - A CONQUISTA DO MUNDO NUMA ILHA	WERNER ZOTZ, DANIEL DEFOE	Paradidático
9788526283299	SCIPIONE	3		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	ROMEU E JULIETA	LEONARDO CHIANCA, WILLIAM SHAKESPEARE	Paradidático
9788526248212	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	SENHORA	RENATA PALLOTTINI, JOSÉ DE ALENCAR	Paradidático
9788526264625	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	SIGNO DOS QUATRO, O	LAURA BACELLAR, ARTHUR CONAN DOYLE	Paradidático
9788526278363	SCIPIONE	22		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	SONHO DE UMA NOITE DE VERÃO	ANA MARIA MACHADO, WILLIAM SHAKESPEARE	Paradidático
9788526242050	SCIPIONE	2		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	TRÊS MOSQUETEIROS, OS	JOSÉ ANGELI, ALEXANDRE DUMAS	Paradidático
9788526260320	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	TRISTÃO E ISOLDA	TELMA GUIMARÃES CASTRO ANDRADE	Paradidático
9788526244429	SCIPIONE	2		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	TRISTE FIM DE POLICARPO QUARESMA	JOSÉ LOUZEIRO, LIMA BARRETO	Paradidático
9788526281202	SCIPIONE	15		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	VIAGENS DE GULLIVER	CLÁUDIA LOPES, JONATHAN SWIFT	Paradidático
9788526247666	SCIPIONE	11		Literatura Juvenil	Literatura Juvenil	Reencontro Literatura	VIAGENS DE MARCO POLO, AS	ANA MARIA MACHADO, MARCO POLO	Paradidático
9788526292673	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Sabedoria Do Mundo	SABEDORIA DE CONFÚCIO, A - O REI SEM REINO	MAXENCE FERMINE	Paradidático
9788526292697	SCIPIONE	1		Literatura Juvenil	Literatura Juvenil	Sabedoria Do Mundo	SABEDORIA DE MADI - O VIAJANTE TOLO	SALIM HATUBOU	Paradidático
9788526218901	SCIPIONE	7		Literatura Juvenil	Literatura Juvenil	Salve-Se Quem Puder (Juv.)	ASSASSINATO NO AVIÃO DA MEIA-NOITE	GRAHAM ROUND, GABY WATERS	Paradidático
9788526246898	SCIPIONE	5		Literatura Juvenil	Literatura Juvenil	Salve-Se Quem Puder (Juv.)	CIDADE FANTASMA, A	SARAH DIXON	Paradidático
9788526218918	SCIPIONE	7		Literatura Juvenil	Literatura Juvenil	Salve-Se Quem Puder (Juv.)	FANTASMA DO ESPELHO, O	KAREN DOLBY	Paradidático
